word,syllable_count,frequency,etymology_origin,tone_pattern,pos_tags
yêu,1,50,sino_vietnamese,low_falling,v|n
thích,1,50,native_vietnamese,low,v
tám,1,12,native_vietnamese,low_rising,m
bố,1,50,sino_vietnamese,high_level,n
bố,1,30,sino_vietnamese,high_level,n
bar,1,50,sino_vietnamese,high_level,n
trắng,1,50,native_vietnamese,low_rising,a
ngày,1,50,sino_vietnamese,rising,n
trăm,1,50,sino_vietnamese,falling,m
lớp,1,50,sino_vietnamese,low_rising,n
nửa,1,50,sino_vietnamese,low_rising,m
nửa năm,2,50,native_vietnamese,mid_rising,n
nửa ngày,2,50,sino_vietnamese,low_low,n
giúp,1,50,sino_vietnamese,rising,v
bao,1,50,sino_vietnamese,low_rising,v|n
bánh bao,2,50,sino_vietnamese,low_rising, high_level,n
cốc,1,50,sino_vietnamese,low_rising,n
cốc,1,50,sino_vietnamese,rising,n
bắc,1,50,sino_vietnamese,high_level,n
phía bắc,2,45,sino_vietnamese,high_level_tone,n
Bắc Kinh,2,50,sino_vietnamese,low_level_rising,n
cuốn,1,50,sino_vietnamese,low_rising,n|m
sách,1,50,sino_vietnamese,rising,n
Bỉ,1,50,sino_vietnamese,falling,n
biệt,1,50,sino_vietnamese,low_rising,v
khác,1,45,native_vietnamese,low_rising,a
người khác,2,50,sino_vietnamese,high_level, high_rising,n
bệnh,1,50,sino_vietnamese,low_rising,n
bệnh nhân,2,45,sino_vietnamese,low_low,n
không,1,50,sino_vietnamese,low_rising,a|n
không,1,50,native_vietnamese,low_rising,a
sai,1,50,native_vietnamese,low_rising,a
không sao,2,50,native_vietnamese,low_rising, high_level,a
không cần,2,50,native_vietnamese,mid_mid,v
món,1,50,sino_vietnamese,low_rising,n
trà,1,50,sino_vietnamese,rising,n
chênh lệch,2,50,sino_vietnamese,low_low,n
thường,1,50,sino_vietnamese,mid_level,a|n
thường,1,50,sino_vietnamese,high,a
hát,1,45,sino_vietnamese,low_rising,v
ca hát,2,50,sino_vietnamese,mid-rising, low-rising,v
xe,1,50,sino_vietnamese,high,n
vé,1,50,sino_vietnamese,rising,n
xe,1,50,sino_vietnamese,high_level,n
trạm,1,50,sino_vietnamese,low_rising,n
ăn,1,50,sino_vietnamese,high,v
ăn,1,50,native_vietnamese,mid_tone,v
ra,1,45,sino_vietnamese,mid_tone,v
ra,1,20,native_vietnamese,mid,v
đi ra,2,45,sino_vietnamese,low_rising,v
mặc,1,50,sino_vietnamese,low_rising,v
giường,1,20,sino_vietnamese,high_level,n
thứ,1,50,sino_vietnamese,low_rising,m|a
theo,1,50,sino_vietnamese,low_rising,v
sai,1,50,sino_vietnamese,low_rising,v
đập,1,50,sino_vietnamese,low_rising,v
đi taxi,2,50,native_vietnamese,low_rising,v
gọi điện,2,50,sino_vietnamese,low_rising,v
mở,1,50,sino_vietnamese,low_rising,v
chơi bóng,2,45,sino_vietnamese,high_level low_rising,v
lớn,1,50,sino_vietnamese,low_rising,a|n
đại học,2,50,sino_vietnamese,low_rising, rising,n
sinh viên,2,50,sino_vietnamese,low_rising, falling_rising,n
đến,1,50,sino_vietnamese,falling,v
đất,1,50,native_vietnamese,low_rising,n
địa điểm,2,30,sino_vietnamese,low_rising_falling_rising,n
địa phương,2,50,sino_vietnamese,low_low,n
trên mặt đất,3,50,native_vietnamese,low_rising,n
bản đồ,2,50,sino_vietnamese,falling_rising,n
của,1,50,sino_vietnamese,low_rising,p
nhận được,2,50,sino_vietnamese,low_rising, falling,v
chờ,1,15,sino_vietnamese,low_rising,v
em trai,2,50,sino_vietnamese,low_rising,n
em trai,2,35,sino_vietnamese,mid_low_mid_high,n
thứ,1,50,sino_vietnamese,falling_tone,m
thứ,1,50,sino_vietnamese,low_rising,m
hai,1,50,native_vietnamese,low,m
điểm,1,50,sino_vietnamese,low_rising,n|v
điện,1,50,sino_vietnamese,low_rising,n|v
điện thoại,2,50,sino_vietnamese,low_tone_falling_rising,n
máy tính,2,50,sino_vietnamese,low then rising,n
ti vi,2,50,sino_vietnamese,rising_falling_rising,n
máy truyền hình,3,50,sino_vietnamese,low_rising, low_rising, high_falling,n
phim,1,50,sino_vietnamese,mid_rising,n
rạp,1,45,sino_vietnamese,low_rising,n
đông,1,50,sino_vietnamese,rising,n
phía đông,2,50,sino_vietnamese,falling-rising,n
vật,1,50,native_vietnamese,low_rising,n
động,1,50,sino_vietnamese,low_tone,v
hành động,2,50,sino_vietnamese,rising_tone,n
cả,1,50,sino_vietnamese,low_rising,a
đọc,1,50,sino_vietnamese,rising,v
học,1,50,native_vietnamese,rising,v
đúng,1,50,native_vietnamese,low_rising,a
xin lỗi,2,50,sino_vietnamese,low_rising,v
nhiều,1,50,sino_vietnamese,high_level,a|n
bao nhiêu,2,50,sino_vietnamese,rising, high_level,m
no,1,25,sino_vietnamese,low_rising,a
con trai,2,50,sino_vietnamese,low_rising_falling,n
hai,1,50,native_vietnamese,low_rising,m
cơm,1,50,sino_vietnamese,falling,n
nhà hàng,2,50,sino_vietnamese,high_level,n
phòng,1,50,sino_vietnamese,low_rising,n
nhà,1,50,native_vietnamese,falling,n
thả,1,50,sino_vietnamese,low_rising,v
nghỉ phép,2,50,sino_vietnamese,low_rising, high_level,v
tan học,2,50,sino_vietnamese,high_level,n
bay,1,50,sino_vietnamese,high_falling,v
máy bay,2,50,sino_vietnamese,low_rising then high_falling,n
rất,1,50,native_vietnamese,low_rising,a
phân,1,45,sino_vietnamese,rising,v|n
gió,1,50,sino_vietnamese,rising,n
khô,1,12,sino_vietnamese,low_rising,a
sạch,1,50,sino_vietnamese,low_rising,a
làm gì,2,50,native_vietnamese,low_rising, high_falling,v
cao,1,50,sino_vietnamese,high_rising,a|n
vui,1,50,sino_vietnamese,falling,a
nói,1,50,native_vietnamese,low_rising,v
anhsao,2,50,sino_vietnamese,low_rising,n
anh trai,2,50,sino_vietnamese,monotonic_low,n
bài hát,2,50,sino_vietnamese,low_rising,n
một,1,50,native_vietnamese,high,m
cho,1,45,sino_vietnamese,low_rising,v
theo,1,50,sino_vietnamese,rising,v
công nhân,2,50,sino_vietnamese,low_rising then falling_rising,n
công việc,2,50,sino_vietnamese,mid_low,n
khóa,1,50,sino_vietnamese,high,v
đóng,1,45,native_vietnamese,falling,v
đắt,1,50,sino_vietnamese,low_rising,a
quốc,1,50,sino_vietnamese,low_rising,n
nước,1,50,sino_vietnamese,low,n
nước ngoài,2,45,sino_vietnamese,high_level_low_rising,n
qua,1,50,sino_vietnamese,mid_rising,v
vẫn,1,50,sino_vietnamese,low_rising,d
vẫn,1,50,native_vietnamese,low_rising,d
còn nữa,2,45,native_vietnamese,mid_high_low_falling,d
trẻ,1,50,native_vietnamese,low_rising,n
tiếng Trung,2,50,sino_vietnamese,low_rising, high_level,n
hán tự,2,50,sino_vietnamese,high_level_low_rising,n
tốt,1,50,native_vietnamese,low_rising,a
ngon,1,30,native_vietnamese,falling,a
xinh,1,50,native_vietnamese,high,a
nghe hay,2,45,sino_vietnamese,level tone for both syllables,a
vui,1,20,native_vietnamese,falling,a
hào,1,50,sino_vietnamese,high,n|m
uống,1,50,sino_vietnamese,low_rising,v
và,1,50,sino_vietnamese,low_rising,c
rất,1,15,sino_vietnamese,low_rising,d
sau,1,50,sino_vietnamese,low_rising,n|d
sau,1,50,native_vietnamese,low_rising,v|n
ngày mai mai,3,50,native_vietnamese,mid_rising,n
hoa,1,50,sino_vietnamese,high_level,n
lời,1,50,sino_vietnamese,high,n
tệ,1,50,sino_vietnamese,high_level,a
về,1,50,sino_vietnamese,falling,v
trả lời,2,50,sino_vietnamese,low_rising followed by high_falling,v
trở lại,2,50,sino_vietnamese,low_rising,v
về nhà,2,50,native_vietnamese,rising tone,v
về,1,50,native_vietnamese,mid_level,v
về,1,50,native_vietnamese,falling,v
gặp,1,15,native_vietnamese,low_rising,v
tàu hỏa,2,50,sino_vietnamese,low_rising_low_rising,n
sân bay,2,50,sino_vietnamese,rising_rising,n
vé máy bay,3,50,sino_vietnamese,mid_rising,n
trứng,1,50,native_vietnamese,low_rising,n
mấy,1,50,native_vietnamese,falling,m|a
ghi,1,50,sino_vietnamese,high_rising,v
nhớ,1,50,sino_vietnamese,mid_falling,v
nhớ,1,50,sino_vietnamese,falling,v
gia,1,50,sino_vietnamese,high,n
nhà,1,15,native_vietnamese,low_falling,n
người thân,2,50,sino_vietnamese,low_rising_high_falling,n
giữa,1,50,sino_vietnamese,low_rising,p
nhìn,1,50,sino_vietnamese,falling,v
gặp mặt,2,50,sino_vietnamese,low_rising, falling,v
gọi,1,45,sino_vietnamese,low_rising,v
dạy,1,50,sino_vietnamese,low_rising,v
nhà học,2,50,sino_vietnamese,falling_rising,n
giới thiệu,2,50,sino_vietnamese,low_rising_high_falling,v
chị,1,50,sino_vietnamese,low_rising,n
chị,1,50,sino_vietnamese,rising,n
năm nay,2,50,sino_vietnamese,high_level,n
hôm nay,2,50,sino_vietnamese,low_rising,n
vào,1,45,native_vietnamese,low_falling,v
vào,1,25,sino_vietnamese,low_tone,v
vào,1,50,native_vietnamese,mid_falling,v
chín,1,50,sino_vietnamese,falling,m
thì,1,50,sino_vietnamese,mid_rising,c
cảm thấy,2,50,sino_vietnamese,low_high,v
mở,1,50,native_vietnamese,low_rising,v
lái xe,2,50,sino_vietnamese,low_low,v
đi họp,2,50,sino_vietnamese,low_rising,v
đùa,1,50,native_vietnamese,rising,v
nhìn,1,50,sino_vietnamese,rising,v
khám bệnh,2,45,sino_vietnamese,low_rising_falling,v
thấy,1,50,sino_vietnamese,low_rising,v
nhìn thấy,2,50,sino_vietnamese,high level then falling-rising,v
thi,1,30,sino_vietnamese,high_level,v
kỳ thi,2,50,sino_vietnamese,mid-level tone,n
khát,1,45,sino_vietnamese,low_rising,a
bài,1,50,sino_vietnamese,high,n
sách giáo khoa,3,50,sino_vietnamese,mid_level,n
bài đọc,2,50,sino_vietnamese,high_level_rising,n
miệng,1,50,sino_vietnamese,low_rising,n
miếng,1,50,sino_vietnamese,low_rising,n
nhanh,1,30,sino_vietnamese,high,a
đến,1,45,sino_vietnamese,low_rising,v
đến,1,50,native_vietnamese,falling,v
lão,1,30,sino_vietnamese,low_rising,a|n
người già,2,50,sino_vietnamese,low_rising, rising,n
thầy,1,50,native_vietnamese,rising,n
xong,1,30,sino_vietnamese,high,v
mệt,1,50,sino_vietnamese,low_rising,a
lạnh,1,50,sino_vietnamese,low_rising,a
trong,1,45,native_vietnamese,low_rising,a|p
trong,1,50,native_vietnamese,falling,p
hai,1,50,sino_vietnamese,low_rising,m
không,1,12,sino_vietnamese,high_level,m|n
sáu,1,50,sino_vietnamese,high_level,m
lầu,1,50,sino_vietnamese,high_level,n
trên,1,50,native_vietnamese,high_level,n
dưới đây,2,50,sino_vietnamese,low_rising,n
đường,1,50,sino_vietnamese,rising,n
giao lộ,2,50,sino_vietnamese,low_rising high_level,n
trên đường,2,45,sino_vietnamese,low_rising,n
mẹ,1,50,sino_vietnamese,low_rising,n
mẹ,1,50,native_vietnamese,low_falling,n
đường,1,50,sino_vietnamese,high,n
tức thì,2,45,sino_vietnamese,low_rising,d
không,1,50,native_vietnamese,high_falling,y
mua,1,50,sino_vietnamese,rising,v
chậm,1,50,sino_vietnamese,low_rising,a
bận,1,45,sino_vietnamese,low_tone,a
tóc,1,50,sino_vietnamese,low_rising,n
không,1,50,native_vietnamese,low,d
không sao,2,50,native_vietnamese,low_mid,a
không sao,2,50,native_vietnamese,mid_rising,d
không sao,2,50,native_vietnamese,level_level,d
không có,2,50,sino_vietnamese,low_mid_falling,v
em,1,50,sino_vietnamese,high,n
em,1,50,sino_vietnamese,high_level,n
cửa,1,50,sino_vietnamese,low_rising,n
cửa,1,50,native_vietnamese,low_rising,n
vé vào,2,50,sino_vietnamese,low_flat,n
các,1,50,native_vietnamese,falling,p
các,1,50,sino_vietnamese,low_falling,d
cơm,1,50,sino_vietnamese,high,n
bánh mì,2,45,sino_vietnamese,low_rising,n
mì,1,45,sino_vietnamese,falling,n
tên,1,50,sino_vietnamese,high_tone,n
hiểu,1,50,sino_vietnamese,low_rising,v
năm sau,2,45,sino_vietnamese,high_high,n
ngày mai,2,50,sino_vietnamese,high_level,n
lấy,1,50,sino_vietnamese,low_rising,v
nào,1,50,sino_vietnamese,falling,r
nơi nào,2,50,native_vietnamese,low_rising, high_level,a
ở đâu,2,50,sino_vietnamese,low_rising,n
nào,1,45,native_vietnamese,low_falling,r
đó,1,50,sino_vietnamese,low_rising,r
phía kia,2,50,native_vietnamese,falling_rising_high,n
đó,1,50,native_vietnamese,low_rising,r
nơi đó,2,50,native_vietnamese,high_level followed by low_rising,n
những,1,50,sino_vietnamese,low_rising,r
sữa,1,50,sino_vietnamese,low_rising,n
bà,1,30,sino_vietnamese,falling,n
nam,1,50,sino_vietnamese,high,n
trai,2,50,native_vietnamese,rising,n
bạn trai,2,45,sino_vietnamese,rising_tone,n
người đàn ông,3,50,sino_vietnamese,low_rising_low_falling,n
trai,2,50,native_vietnamese,low_rising,n
nam,1,50,sino_vietnamese,high_level,n
phía nam,2,30,native_vietnamese,low then high level,n
khó,1,50,sino_vietnamese,mid_falling,a
à,1,50,native_vietnamese,falling,a
khả năng,2,50,sino_vietnamese,low_level,n
bạn,1,50,sino_vietnamese,low_rising,r
các bạn,2,50,native_vietnamese,low_rising_mid_level,n
năm,1,50,sino_vietnamese,mid_falling,m
bạn,1,50,native_vietnamese,low_rising,r
sữa,1,50,french_loanword,low_rising,n
nữ,1,50,sino_vietnamese,low_rising,n
con gái,2,45,native_vietnamese,falling_rising,n
cô gái,2,45,native_vietnamese,low_flat then low_rising,n
người yêu,2,45,native_vietnamese,falling_rising_high,n
nữ nhân,2,50,sino_vietnamese,low_rising,n
cô gái,2,45,native_vietnamese,low_rising,n
bên cạnh,2,50,sino_vietnamese,mid_rising then low_falling,n
chạy,1,50,sino_vietnamese,low_rising,v
bạn,1,50,sino_vietnamese,low_rising,n
phiếu,2,50,sino_vietnamese,rising,n
bảy,1,50,native_vietnamese,low_rising,m
khởi động,2,50,sino_vietnamese,low_rising,v
tỉnh dậy,2,45,sino_vietnamese,falling_low_rising,v
dậy,1,50,sino_vietnamese,high_level,v
xe hơi,2,50,sino_vietnamese,low_rising, high_falling,n
trước,1,50,sino_vietnamese,low_rising,a|n
trước,1,50,native_vietnamese,low_rising,n
ngày qua,2,50,native_vietnamese,rising,n
tiền,1,50,sino_vietnamese,high_level,n
ví,1,45,sino_vietnamese,falling,n
xin,1,45,sino_vietnamese,mid_level,v
nghỉ phép,2,50,sino_vietnamese,low_rising,v
xin mời,2,50,native_vietnamese,low_rising_mid_rising,v
xin hỏi,2,50,sino_vietnamese,low then rising,v
xin ngồi,2,45,native_vietnamese,mid_level_tone,v
cầu,1,50,sino_vietnamese,high_level,n
đi,1,50,sino_vietnamese,rising,v
năm ngoái,2,50,sino_vietnamese,rising_tone,n
nóng,1,25,sino_vietnamese,low_rising,a
người,1,12,sino_vietnamese,falling,n
biết,1,50,sino_vietnamese,low_rising,v
nghiêm túc,2,45,sino_vietnamese,low then high,a
ngày,1,45,sino_vietnamese,falling,n
ngày,1,25,sino_vietnamese,high,n
thịt,1,50,sino_vietnamese,low_rising,n
ba,1,50,native_vietnamese,low_rising,m
núi,1,50,sino_vietnamese,low_rising,n
siêu thị,2,50,sino_vietnamese,low_rising high_falling,n
cửa hàng,2,45,sino_vietnamese,high_level,n
trên,1,50,sino_vietnamese,high,a|n
đi làm,2,50,sino_vietnamese,falling then rising,v
trên,1,50,native_vietnamese,high_level,n
tải xe,2,45,sino_vietnamese,mid_mid,v
lần trước,2,45,sino_vietnamese,low_rising_high_level,n
đi lớp,2,50,sino_vietnamese,low_rising for 'đi' and neutral for 'lớp',v
truy cập,2,50,sino_vietnamese,low_rising,v
sáng,1,50,native_vietnamese,falling,n
đi học,2,45,native_vietnamese,low_rising_low_rising,v
ít,1,45,sino_vietnamese,low_rising,a
trên người,2,50,native_vietnamese,level,n
thân thể,2,50,sino_vietnamese,low_rising,n
gì,1,50,native_vietnamese,low_rising,r
bị bệnh,2,50,sino_vietnamese,low_flat,v
tức giận,2,50,sino_vietnamese,low_rising,v
sinh nhật,2,45,sino_vietnamese,low then high,n
mười,1,50,sino_vietnamese,rising,m
thời gian,2,45,sino_vietnamese,rising,n
thời gian,2,50,sino_vietnamese,low_mid_tone,n
việc,1,50,sino_vietnamese,low_rising,n
thử,1,50,sino_vietnamese,low_rising,v
là,1,50,sino_vietnamese,low_rising,v
có phải không,3,50,native_vietnamese,low_rising, falling_rising, low_rising,v
tay,1,15,native_vietnamese,high,n
điện thoại di động,4,50,sino_vietnamese,low-rise, low-rise, rising, low-rise,n
sách,1,50,sino_vietnamese,falling,n
túi xách,2,45,sino_vietnamese,rising_high,n
cửa hàng sách,3,50,sino_vietnamese,low_rising,n
cây,1,50,sino_vietnamese,rising,n
ai,1,50,native_vietnamese,low_rising,r
nước,1,50,sino_vietnamese,falling,n
trái cây,2,50,sino_vietnamese,low_rising,n
ngủ,1,50,sino_vietnamese,low_rising,v
ngủ,1,45,native_vietnamese,low_rising,v
nói,1,50,sino_vietnamese,low_rising,v
nói,1,50,sino_vietnamese,low_rising,v
bốn,1,50,native_vietnamese,low_rising,m
gửi,1,30,sino_vietnamese,low_rising,v
tuổi,1,50,sino_vietnamese,low_rising,m
anh,1,50,sino_vietnamese,low,r
họ,1,50,native_vietnamese,high,r
cô,1,50,sino_vietnamese,falling,r
họ,1,50,native_vietnamese,falling,r
rất,1,20,sino_vietnamese,low_rising,d
trời,1,15,sino_vietnamese,mid_level,n
thời tiết,2,50,sino_vietnamese,high_rising,n
nghe,1,50,sino_vietnamese,falling,v
nghe,1,25,sino_vietnamese,high_tone,v
nghe,1,50,sino_vietnamese,falling,v
nghe viết,2,50,sino_vietnamese,low_rising,v
bạn học,2,50,sino_vietnamese,mid_level,n
thư viện,2,45,sino_vietnamese,low_rising, high_falling,n
ngoài,1,50,sino_vietnamese,low_falling,a|n
ngoài,1,50,native_vietnamese,high_level,n
nước ngoài,2,50,native_vietnamese,low_rising,n
ngoại ngữ,2,50,sino_vietnamese,third tone then fourth tone,n
chơi,1,50,native_vietnamese,high_level,v
tối,1,50,native_vietnamese,low_rising,n
cơm tối,2,50,sino_vietnamese,mid-falling,n
tối,1,50,sino_vietnamese,low_rising,n
trực tuyến,2,50,sino_vietnamese,low_rising,n
người dùng,2,50,sino_vietnamese,low_rising,n
quên,1,50,sino_vietnamese,high,v
quên,1,45,sino_vietnamese,low,v
hỏi,1,50,sino_vietnamese,low_rising,v
tôi,1,50,sino_vietnamese,rising,n
chúng ta,2,50,sino_vietnamese,falling-rising,r
năm,1,50,sino_vietnamese,high,m
cơm trưa,2,45,sino_vietnamese,low_rising, high_falling,n
rửa,1,50,sino_vietnamese,high_level,v
phòng vệ sinh,3,50,native_vietnamese,falling, rising, rising,n
thích,1,50,sino_vietnamese,rising,v
tây,1,50,native_vietnamese,high_level,n
tây,1,50,sino_vietnamese,low_tone,n
xuống,1,50,sino_vietnamese,falling,v
tan ca,2,45,sino_vietnamese,low_rising_high_level,v
dưới,1,50,sino_vietnamese,low_rising,n
xuống xe,2,50,sino_vietnamese,falling_rising,v
lần sau,2,50,sino_vietnamese,mid_rise,n
tan hoc,2,50,sino_vietnamese,rising then falling,v
chiều,1,50,sino_vietnamese,mid_falling,n
mưa,1,50,sino_vietnamese,low_rising,v
trước,1,50,sino_vietnamese,low_falling,a|n
thầy,1,50,sino_vietnamese,high,n
bây giờ,2,50,sino_vietnamese,low_rising_high_level,n
tưởng,1,20,sino_vietnamese,mid_falling,v
nhỏ,1,50,sino_vietnamese,high_level,a
trẻ con,2,30,native_vietnamese,low_rising then mid_level,n
cô,1,50,native_vietnamese,rising,n
trẻ con,2,45,sino_vietnamese,low_rising,n
giờ,1,50,sino_vietnamese,mid_falling,n
tiểu học,2,50,sino_vietnamese,low_rising, high_rising,n
học sinh,2,50,sino_vietnamese,low_rising_mid_rising,n
cười,1,50,sino_vietnamese,rising,v
viết,1,50,sino_vietnamese,low_falling,v
cảm ơn,2,50,native_vietnamese,low_rising,v
mới,1,30,sino_vietnamese,low_rising,a|n
tết,1,50,sino_vietnamese,falling_tone,n
chủ nhật,2,50,french_loanword,low_rising,n
chủ nhật,2,45,sino_vietnamese,low_rising mid_rising,n
chủ nhật,2,50,french_loanword,high_level, low_falling,n
đi,1,50,native_vietnamese,low_rising,v
nghỉ,1,50,sino_vietnamese,low_rising,v
học,1,30,sino_vietnamese,rising,v
học sinh,2,50,sino_vietnamese,mid_level,n
học,1,50,sino_vietnamese,low_rising,v
trường học,2,50,sino_vietnamese,low_rising and high_level,n
trường,1,50,sino_vietnamese,mid_low,n
muốn,1,25,sino_vietnamese,low_rising,v
cũng,1,50,sino_vietnamese,low_rising,d
trang,1,50,sino_vietnamese,rising,n
ông nội,2,45,native_vietnamese,low_rise_falling,n
một,1,50,native_vietnamese,high,m|a
nửa,1,50,sino_vietnamese,low_rising,n
một bên,2,50,sino_vietnamese,low_rising mid_level,n
một chút,2,45,sino_vietnamese,low_rising, high_level,d|n
một lúc,2,45,native_vietnamese,low_rising,d
cùng nhau,2,45,native_vietnamese,low_tone,v
cùng,1,25,sino_vietnamese,low_rising,p|v
xuống,1,50,sino_vietnamese,falling,v
một số,2,50,sino_vietnamese,mid-falling,n
cùng,1,50,sino_vietnamese,rising,a
trang phục,2,50,sino_vietnamese,low_rising_low,n
bác sĩ,2,50,sino_vietnamese,high_falling_rising,n
bệnh viện,2,50,sino_vietnamese,low_flat then low_rising,n
dùng,1,50,sino_vietnamese,high_level,v
có,1,50,sino_vietnamese,rising,v
có,1,50,native_vietnamese,mid_tone,v
nổi tiếng,2,50,sino_vietnamese,low_rising, high_falling,a|n
thỉnh thoảng,2,45,sino_vietnamese,low_rising then falling,d
đôi khi,2,50,native_vietnamese,low_rising then high_falling,d
một chút,2,45,native_vietnamese,low_rising,a
một chút,2,50,native_vietnamese,rising then falling,a
một chút,2,50,native_vietnamese,rising,a
có ích,2,50,sino_vietnamese,low_rising then high_falling,a
phải,1,50,sino_vietnamese,low_rising,n
phía phải,2,50,sino_vietnamese,low_rising,n
mưa,1,50,sino_vietnamese,falling,n
một,1,50,native_vietnamese,low_rising,m
xa,1,45,sino_vietnamese,low_rising,a|n
trăng,1,50,sino_vietnamese,low_rising,n
lại,1,50,sino_vietnamese,low_rising,a|v
tạm biệt,2,50,sino_vietnamese,low_rising, high_falling,v
ở,1,50,sino_vietnamese,high,v
ở nhà,2,50,native_vietnamese,low_rising,v|n
sớm,1,50,sino_vietnamese,low_rising,a|n
bữa sáng,2,50,sino_vietnamese,low_rising, high_level,n
sáng sớm,2,50,sino_vietnamese,high_level, high_level,n
thế nào,2,50,sino_vietnamese,rising_falling,y
ga,1,50,sino_vietnamese,low,n
tìm,1,50,sino_vietnamese,high_level,v
tìm thấy,2,50,sino_vietnamese,low_rising_falling,v
này,1,50,sino_vietnamese,rising,r
phía này,2,45,native_vietnamese,falling-rising,n
đây,1,50,native_vietnamese,mid_level,r
ở đây,2,50,native_vietnamese,falling,n
này,1,50,native_vietnamese,low_rising,r
chuyển,1,50,sino_vietnamese,low_rising,v
thật,1,12,sino_vietnamese,high,a|n
thật,1,50,native_vietnamese,mid_rising,a
thẳng,1,50,sino_vietnamese,low_rising,a
đang,1,50,native_vietnamese,mid_falling,v
biết,1,50,native_vietnamese,falling,v
kiến thức,2,35,sino_vietnamese,low_rising,n
trung,1,50,sino_vietnamese,falling,n
Trung Quốc,2,50,sino_vietnamese,low_rising,n
giữa,1,50,native_vietnamese,falling,p
tiếng Trung,2,50,sino_vietnamese,low_rising mid_rising,n
trưa,1,50,native_vietnamese,falling,n
trung học,2,50,sino_vietnamese,low_rising,n
học sinh trung học,4,50,sino_vietnamese,level 3 (rising), level 5 (falling), level 3 (rising), level 5 (falling),n
nặng,1,30,sino_vietnamese,low_tone,a|n
quan trọng,2,50,sino_vietnamese,low_flat then falling,a
ở,1,50,sino_vietnamese,low_rising,v
chuẩn bị,2,50,sino_vietnamese,low_rising,v
bàn,1,50,native_vietnamese,low_rising,n
bàn,1,50,sino_vietnamese,low_rising,n
chữ,1,50,sino_vietnamese,low_rising,n
con,1,50,native_vietnamese,falling,n|m
con,1,50,native_vietnamese,low_rising,n
đi,1,50,sino_vietnamese,low_rising,v
đi bộ,2,45,sino_vietnamese,low_rising then falling,v
nhất,1,50,sino_vietnamese,low_rising,n
tốt nhất,2,50,sino_vietnamese,high, falling-rising,a
cuối cùng,2,50,native_vietnamese,low_rising,r|n
hôm qua,2,50,sino_vietnamese,falling_tone,n
trái,1,50,sino_vietnamese,low_rising,n|a
trái,1,45,native_vietnamese,low_rising,n|a
tọa,1,30,sino_vietnamese,low_rising,v
ngồi xuống,2,50,sino_vietnamese,falling_rising,v
làm,1,50,sino_vietnamese,mid_falling,v
